326792,348374,181016,191687,305760,326977,194648,28186,541301,198941,353985,187524,182054,175537,9753,194211,188518,189396,90487,203708,173965,194661,512309,170124,216862,352304,191306,191541,191547,195493,248140,469991,199487,162651,175617,195102,179460,119010,177918,192132,369502,165261,261912,590083,190597,335530,302160,288710,242070,369164,531978,274244,9715,526804,291090,174012,331820,65355,310301,190307,470973,190511,347862,188900,188236,9808,192127,268332,127309,71543,470239,311477,312461,181892,177772,348863,82283,181095,203788,158660,302025,363302,157547,325608,212503,189099,346780,108747,288588,17859,548032,73352,165734,190464,191712,175137,307981,470114,178146,288134,322235,187360,196731,186029,549871,176115,278234,329096,334393,316732,303304,361809,319199,325969,361480,469709,183879,130663,323253,199421,223059,292134,516022,179320,259569,212304,361496,10116,524245,293896,185451,184983,271214,294710,364563,194745,301645,206906
0,55,124,0,40,0,0,15,0,0,79,0,0,0,19,1,1,1,571,0,0,0,19,1,4,0,0,1,2,0,4,10,0,0,3,2,0,28,0,0,0,15,1,0,0,6,0,16,0,0,7,0,202,0,1,5,162,117,1,0,3,0,0,0,1,4,19,18,56,191,0,0,0,1,0,0,1,506,0,245,35,0,17,1,0,0,0,5,3,0,0,59,3,151,0,0,9665,0,0,11,101,0,0,0,0,0,0,16,29,1,0,0,0,0,0,4,0,516,2,0,3,15,1,0,52,0,1,1581,2,0,0,0,0,0,0,0,264,8
0,18,0,0,67,2,111,5,2,26,23,0,9,9,3,1,90,0,187,2,7,0,3000,45,0,9,15,0,4,75,4,133,0,0,102,0,0,90,1,83,0,115,96,0,3080,0,0,12,0,22,23,8,537,0,56,0,5,3,0,44,158,48,0,0,291,5,0,15,0,346,1711,1,21,17,110,1,52,0,28,4228,38,0,11,53,4,0,45,15,0,18,0,0,224,70,6,49,11665,92,91,204,1279,0,4,44,1,0,762,8,59,0,1,0,0,39,328,1813,60,2,67,0,1071,23,8,0,30,0,0,1,0,0,0,83,6,26,0,0,344,7
2,212,0,134,100,0,23,246,15,9,185,16,12,1,1,18,0,10,871,2,13,0,2,39,5,38,3,270,37,39,169,1,26,4,29,1,0,0,3,5,0,231,5,90,11,3,33,21,0,0,27,253,4,4,10,4,1713,3,70,47,509,0,12,0,991,0,3,144,388,3,0,15,0,22,0,1,51,2,4,5,40,22,1,0,0,0,0,0,18,24,87,2,65,244,0,0,20445,5,28,51,1721,10,2,14,1,9,451,9,123,0,80,84,0,83,3,93,26,1,13,19,0,33,140,5,269,0,1525,0,2,5,206,48,4,0,303,0,478,202
1,0,2,1,85,2,0,50,1,0,0,0,0,0,14,1,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,847,0,0,1,1,0,1056,0,27,0,184,0,0,2,0,0,15,3,1,30,0,1275,0,0,0,248,15,0,0,0,0,0,0,2,201,0,1,0,5495,102,1,0,22,1,0,0,1,26,0,36,1,77,0,1,0,1,12,0,0,0,2,0,2,0,0,18417,1,0,0,1,0,0,0,1,0,3,18,0,0,2,0,0,0,0,4,342,0,247,0,2,33,0,0,0,0,1,15,10,0,0,2,0,3,1,0,480,0
61,0,21,0,88,1,5,18,43,2,20,0,0,0,4,0,0,0,25,0,4,0,2,0,0,0,3,32,2,0,1,2,0,2,3,0,1,189,2,16,1,4,17,490,1,0,0,28,0,0,19,2,210,0,4,1,61,2,2,5,0,0,0,3,124,28,1,5,0,652,0,107,100,0,1,0,2,80,8,22,20,38,24,7,0,0,0,8,1,42,0,3,0,59,3,0,21396,21,32,45,121,0,4,7,0,0,1,8,1,2,23,0,0,15,0,4,0,132,22,0,2,38,199,3,0,4,1,0,3,0,18,84,0,0,87,1,507,1
248,2,0,12,38,0,52,0,0,22,440,7,0,20,0,122,61,20,7,0,2,0,5,12,18,137,4,334,0,0,10,48,68,9,38,0,26,0,6,113,8,25,27,0,211,135,63,9,0,103,11,0,2,3,4,62,6711,2,4,55,2,4,23,14,24,0,19,116,0,2,0,269,151,14,45,1,0,64,42,401,20,122,0,0,1,0,0,0,24,20,0,2,16,84,4,12,9144,0,41,186,1725,48,1,21,2,24,399,0,12,4,1,0,0,21,22,309,5,771,171,1,1,10,196,3,2,5,482,1,0,0,0,105,18,8,1222,0,200,11
208,33,47,61,98,1,47,8,1101,0,64,0,5,6,2,43,13,0,178,0,1,60,1,21,27,89,0,389,9,0,3,31,121,7,8,1,5,2,8,0,9,98,20,607,549,1,0,11,3,28,27,0,24,3,1,180,16,2,0,11,46,15,0,6,197,0,9,40,0,5,1,218,16,0,47,0,397,0,39,375,36,54,63,14,4,11,7,101,12,0,10,1,227,54,0,17,17838,13,24,38,996,11,0,0,1,14,0,14,8,12,1,0,2,42,0,6842,88,88,33,7,225,27,0,4,222,0,1,0,4,5,0,59,13,0,145,0,411,10
1169,201,325,145,0,1,463,0,252,18,82,0,60,322,1,31,15,265,1357,0,9,30,0,5,3,142,20,205,37,49,11,0,1205,17,6,0,9,0,11,6,0,25,87,374,377,0,0,0,0,10,0,1,0,8,16,240,789,0,0,128,39,12,4,29,599,0,0,45,1,2,0,0,64,66,67,155,21,181,57,328,0,160,0,222,0,0,6,31,3,129,0,1,27,1541,15,29,24,2,163,192,344,18,14,52,0,13,1,0,362,34,0,114,0,1867,155,18,2404,37,6,42,107,1,496,34,1,35,100,1,0,54,6,643,5,18,172,4,6,13
150,12,950,80,65,28,151,106,0,16,8,14,6,0,1,0,15,37,43,0,9,0,4,13,3,324,11,0,7,1,11,1,128,0,29,1,19,1,11,23,13,18,10,143,578,13,0,23,903,14,18,0,5,0,0,32,371,0,0,1,9,11,10,12,477,0,6,14,0,3,0,238,25,0,46,0,125,24,4,111,28,0,2,3,4,0,0,18,20,0,14,1672,39,186,10,10,18769,3,0,193,397,19,1,0,0,0,1,8,3,130,1,0,0,134,0,24,0,1,35,30,124,23,433,0,59,0,119,3,2,83,24,83,1,3,163,0,419,46
